artiId,pub_year,pub_mon,통권,volume,categories,title_ko,title_en,authors
ART001223984,2008,02,24,,철학,붓다가 설한 왓지국의 7불쇠법,Seven Conditions of the Welfare of a Community,원혜영(연세대학교)
ART001223985,2008,02,24,,철학,도취제로서의 소마(Soma) 연구의 의의,The Significance of Study on the Soma as an Entheogen,심준보(광주 가톨릭대학교)
ART001273058,2008,08,25,,철학,『중변분별론』에 있어서 삼성설의 구조적 특징,A structural feature of the Trisvabhāva Theory in the Madhyāntavibhāga,김재권(일본 龍谷大學 불교문화연구소)
ART001273062,2008,08,25,,철학,十住毘婆沙論에 나타난 재가보살과 출가보살의 계 연구,A Study on the Śīla of the Grhastha-bodhisattva and Pravarjita-bodhisattva be exposed on the Daśabhūmikavibhāsa,문을식(선문대학교)
ART001273065,2008,08,25,,철학,『하타요가쁘라디삐까』(HathayogapradIpika)에서 쁘라나야마(pranayama)의 의미와 실천법,The Methods and the Classifications of PrāNāyāma in HaThayogapradīpika,박영길(금강대학교)
ART001273067,2008,08,25,,철학,"인도어 접미사 -tā, -tva 등의 한역어 性에 관한 고찰 존재론적 함의의 변화를 중심으로",A Study on the Chinese translation of the Sanskrit suffix -tā and -tva,박정록(Univ. of Oxford)
ART001273069,2008,08,25,,철학,울너사본의 현황조사와 샘플링 작업,Stance examination and Sampling of the Woolner Collection and its Cataloguing,안성두(서울대학교)
ART001273071,2008,08,25,,철학,인성(人性)과 불성(佛性)의 비교,A Comparative Study on ‘Human Nature’(in the case of Confucianism) and ‘Buddha-nature’(in the case of Buddhism),유흔우(동국대학교)
ART001273072,2008,08,25,,철학,실담 범어의 음역과 원어,The Original Word and Transliteration of Sanskrit Called Siddham,정승석(동국대학교)
ART001320768,2009,02,26,,철학,두 유형의 出家와 그 정치적 含意 : 힌두교와 불교에서의 權力과 脫權力의 문제,Two Aspects of 'Leaving-home' and its Political implication: The relationship between Power and Non-Power within in Hinduism and Buddhism,김호성(동국대학교)
ART001320769,2009,02,26,,철학,아크바르(Akbar): 그의 탈이슬람적 정책에 대한 성격 분석,Akbar: Analysis of Nature on Akbar's Ab-Islamic Policies,이춘호(한국외국어대)
ART001320772,2009,02,26,,철학,金剛經의 생태학적 탐구,A Study on the eco-cultural sentiment among Buddhists,이법산(동국대학교)
ART001320774,2009,02,26,,철학,업과 윤회 사상의 일상적 수용 태도 : 삶과 죽음의 윤리적 극복 가능성,Everyday Life's Practical Receptive Attitude towards the Thought of Karman and Saṃsāra,허남결(동국대학교)
ART001320775,2009,02,26,,철학,아지비까(Ājīvika)를 중심으로 본 윤회와 행위이론의 인도적 기원,The Indian Origin of saṃsāra and karman from the light of the Ājīvika,황순일(동국대학교)
ART001320777,2009,02,26,,철학,『석보상절』의 기원정사 인연담에 관한 고찰,Study on the Constitution of Jetavana Vihāra Construction Story in Seokbosangjeol,김유미(동국대학교)
ART001320778,2009,02,26,,철학,사문유관의 만달라적 의미 : 존재론적 도식과 방위구조에 나타난 형이상학적 관점을 중심으로,A Comprehensive Study to the Four-doors' Encounter(四門遊觀) of Buddha's Life about its Maṇḍalic-meanings,최연철(동국대학교)
ART001320780,2009,02,26,,철학,삼국유사에 구사된 범어 음역의 원류,The Source of Transliterated Sanskrit Words Mentioned in the Samgukyusa,정승석(동국대학교)
ART001371005,2009,08,27,,철학,초기 유가행파의 ‘여래장(tathāgatagarbha)’ 개념 해석,On the Reinterpretation of the Term ‘Tathāgatagarbha’ in the early Yogācāra School,김성철(금강대학교)
ART001371039,2009,08,27,,철학,圓測 『해심밀경소』 티벳역의 성격과 의의 __「일체법상품」을 중심으로__,Significance of the Tibetan Translation of Won-Ch‘uk's Commentary on Saṃdhinirmocanasūtra: With Special Reference to the VI Chapter,안성두(서울대학교)
ART001371061,2009,08,27,,철학,빠알리 삼장의 스리랑카어 번역에 대한 연구 __붓다자얀띠(Buddha-Jayanti) 역경사업을 중심으로__,A study on the Buddha Jayanti Tripitaka Granthamala,정준영(서울불교대학원대학교)
ART000939938,2004,08,17,,철학,Understanding the Buddha-Method and Results,Understanding the Buddha-Method and Results,R.F.Gombrich(Oxford University)
ART000939939,2004,08,17,,철학,Organicismic Ethics-An Indian Spiritual Perspective,Organicismic Ethics-An Indian Spiritual Perspective,S.R.Bhatt(Delhi University)
ART000939940,2004,08,17,,철학,Contemporary World and Radhakrishnan's Diagnosis and Prescription,Contemporary World and Radhakrishnan's Diagnosis and Prescription,이지수(동국대학교)
ART000963016,2004,08,17,,철학,바가바드기타'를 읽는 샹카라의 호교론적 해석학,Sa'nkara's Apologetic Hermeneutics on the Bhagavadgiitaa,김호성(동국대학교)
ART000939679,2004,02,16,,철학,Bhagavad-Giitaa에 나타난 'karma-yoga'에 대한 간디의 해석,Gandhiji's Interpretation on Karma-Yoga of the Bhagavadgiitaa,김선근(동국대학교)
ART000939935,2004,08,17,,철학,고전요가의 부수적 좌법,The Attendant Aasanas of Classical Yoga,정승석(동국대학교)
ART000939936,2004,08,17,,철학,샹까라의 Avidyaa이론에 대한 라마누자의 비판,Raamaanuja's Criticism of 'Sa'nkara's Theory of Avidyaa,이거룡(선문대학교)
ART000939937,2004,08,17,,철학,샹까라의 불이론(Advaita) 철학의 방법론,The Survey of the Methodology of 'Sa'nkara's Advaita Philosophy,이은주(한국외국어대학교)
ART001077211,2007,08,23,,철학,"다르마끼르띠와 화이트헤드 사상의 접점_현실적 존재(vastu, actual entity)의 찰나멸을 중심으로",The Conjunction of DharmakRrti and Whitehead's Thought: In the view of vastu and actual entity's momentariness,권서용(부산대학교)
ART001077213,2007,08,23,,철학,인도불교 초기 유식문헌에서의 언어와 실재와의 관계_瑜伽師地論의 三性과 五事를 중심으로,The Relation of the Language and Reality in the Early Indian YogAcAra Literatures: With special Reference to the Tri-svabh？va and paJca-vastuka in the yogAcArabhUmi,안성두(금강대학교 불교문화연구소)
ART001077466,2007,08,23,,철학,初期 大乘經典에서 陀羅尼 機能의 變化,The Functional Change of the Mantra in Early Mahayana Sutras,장익(위덕대학교)
ART001024478,2006,08,,21,철학,『根本說一切有部毘奈耶雜事』의 勝鬘(Mallikā) 이야기를 통해 본 여성의 이미지 분석,An analysis on the image of women in the Mallikāvadāna of the Mūlasarvāstivādavinaya Kṣudrakavastu,박청환(중앙승가대학교)
ART001024479,2006,08,,21,철학,무표(avij？apti)를 통해 본 초기 부파불교의 윤리적 성격,The Ethical Aspect of Early Indian Buddhism in Terms of Motivism and Consequentialism : Avij？apti and Its Side Effects,황순일(동국대학교)
ART001024480,2006,08,,21,철학,時輪딴뜨라의 佛身思想 展開와 現實認識 考察,The Doctrine of Buddha's Body and the Cognition of Real World in the Development of K？lacakra-tantra.,정성준(동국대학교)
ART001056242,2007,02,,22,철학,불교 딴뜨리즘의 까빨리까 요기니 숭배 Abhayākaragupta의 『니쉬빠나요가발리』와 『바즈라발리』를 중심으로,Kāpālika-Yoginī Worship in Buddhist Tantra: Abhayākaragupta's Niṣpannayogāvalī and Vajrāvalī,이용현(원광대학교)
ART001056245,2007,02,,22,철학,"오로빈도의 통합적 사상에 관한 고찰- 철학적 개요, 해석 및 의의 -",The A Study of Aurobindo's Integral Thought,황용식(서울불교대학원대학교)
ART001056246,2007,02,,22,철학,범어 漢譯에서 다라니 음역의 특수성,A Study on the dharani Transliteration,변순미(장경도량고려대장경연구소)
ART001056477,2007,02,,22,철학,바가바드 기타에 대한 틸락의 행동주의적 해석,Speculation and Criticism of Tilak’s Understanding of the Main Subject of the Gita,김호성(동국대학교)
ART000995882,2006,02,,20,철학,기타에 대한 샹카라의 주제 파악과 틸락의 비판,？a？kara's Thematic Concerns on the Bhagavadg？t？ and Tilak's Criticism,김호성(동국대학교)
ART000995885,2005,08,19,,철학,요가 철학의 삼매 분류,The Classification of Sam？dhi in Yoga Philosophy,정승석(동국대학교)
ART000996301,2005,02,18,,철학,금강경의 인식과 실천,The Diamond S？tra's Recognition and Practice,김선근(동국대학교)
ART001172740,2006,02,,20,철학,理趣曼茶羅의 煩惱觀 고찰,A Study on the Idea of Kle？a Expressed in Naya Ma？？ala,정성준(동국대학교)
ART002104135,2016,04,46,,철학,The Validity of a Robinsonian Interpretation of the Nāgārjuna’s Logics of Catuṣkoṭi : Comparing Prasaṅga with Hegel’s Dialectics,The Validity of a Robinsonian Interpretation of the Nāgārjuna’s Logics of Catuṣkoṭi : Comparing Prasaṅga with Hegel’s Dialectics,김태수(서울대학교)
ART002138527,2016,08,47,,철학,『요가경』의 수행 체계로서 대치 명상의 범위와 효과,The Range and Effect for Meditation of Opposite Thoughts in Yogasūtra,안필섭(동국대학교)
ART001580434,2011,08,32,,철학,홀리스틱 치료 간디 라마나마 연구,A Study of Holistic Therapy on Gandhian Rāmanāma,서종순(원광디지털대학교)
ART001946042,2014,12,42,,철학,혜안(慧眼) 서경수 선생의 삶과 사상 __세 흐름의 상호 교섭__,"The Life and Thought of Hye-an(慧眼), Prof. Kyung Soo Suh: Mutual Negotiations of Three Streams",황용식(서울불교대학원대학교)
ART001946179,2014,12,42,,철학,Proto-Indo-European 오그먼트의 기원과 역할 ＿오그먼트는 어떻게 과거를 지시하는가?＿,The Origin and Role of the Proto-Indo-European Augment: How did the augment indicate the past?,박수영(동국대학교)
ART001946320,2014,12,42,,철학,중관학파의 자성과 그 부정,The negation of svabhāva in Madhyamaka School,하현목(동국대학교)
ART001911166,2014,08,41,,철학,다르마끼르띠에 있어서 언어인식의 문제,The awareness of language in Dharmakīrti,김성옥(동국대학교)
ART001077007,2007,08,23,,철학,有外境論者와 唯識論者의 對論_唯識二十論(viMzatikA)의 이해를 위하여,The Argument between the bAhyArthavAdin and the vijJapti-mAtravAdin: For the understanding of the Vasubandhu's viMzatikA,이지수(동국대학교)
ART000995712,2006,02,,20,철학,산스끄리뜨어에서 비유와 논리,Metaphor and Logic in the Sanskrit Language.,황순일(동국대학교)
ART001056475,2007,02,,22,철학,Prabodhacandrodaya의 중세 영국 도덕극적 고찰,English Morality Dramatical Approach on Prabodhacandrodaya,박문성(동국대학교)
ART001057623,2007,02,,22,철학,인도 독립운동의 길(Marga)로서의 Karma-yoga Bhagavadgītā를 중심으로,The Karma-Yoga as a Marga for India's Independence Movement(Svaraj),김선근(동국대학교)
ART001057624,2007,02,,22,철학,불교 탄트리즘의 띠라까 형성 연구,A Study on the Formation of Tilaka in the History of Buddhist Tantrism,정성준(동국대학교)
ART002665314,2020,12,60,,철학,"철학자의 시(詩):『수바시타라트나코샤』(Subhāṣitaratnakośa)에서 전하는 다르마키르티(Dharmakīrti, 法稱)의 게송 연구","A Study on Verses Attributed to Dharmakīrti, based on Vidyākara’s Subhāṣitaratnakośa",방정란(大正大学)
ART002711226,2021,04,61,,철학,중기중관파 논쟁에 나타나는 sāvakāśa-vākya와 prasaṅga-vākya의 의미,On the Meaning of the Sāvakāśa-vākya and Prasaṅga-vākya appeared in the Controversy of Middle Mādhyamikas based on the First Chapter of Mūlamadhyamaka-kārikā,이태승(위덕대학교)
ART002541037,2019,12,57,,철학,힌두이즘의 기원에 대한 재조명__힌두교는 동인도회사(EIC)의 발명품인가?__,Reexamination of the Origin of Hinduism: Was Hinduism Invented by East India Company?,박수영(동국대학교)
ART002341762,2018,04,52,,철학,다르마키르티의 기억에 관한 소고,A Study on the Memory of Dharmakīrti,권서용(부산대학교)
ART002953539,1989,12,1,,철학,《那先比丘經》硏究 [I],《那先比丘經》硏究 [I],윤병식(동국대학교)
ART002953566,1989,12,1,,철학,Rāma 說話를 通해서 본 Rāma의 化現觀,Rāma 說話를 通해서 본 Rāma의 化現觀,서행정(한국외국어대학교)
ART002953569,1989,12,1,,철학,와이셰시카(勝論)학파의 7범주론 _안남밧따의 《論理 概要》 譯解 (I),와이셰시카(勝論)학파의 7범주론 _안남밧따의 《論理 概要》 譯解 (I),이지수(동국대학교)
ART002953574,1989,12,1,,철학,아포하 論 의 定義 및 ユ 生成背景 _달마끼르띠의 自註 를 중심으로_,아포하 論 의 定義 및 ユ 生成背景 _달마끼르띠의 自註 를 중심으로_ l,전치수(동경대학교)
ART002953578,1989,12,1,,철학,《바가바드 기타》의 즈나나요가에 관한 연구,《바가바드 기타》의 즈나나요가에 관한 연구 l,이태영(동국대 인도철학과)
ART002953612,1992,09,2,,철학,니야-야(正理) 학파의 인식학·논리학 _안남밧따의 《論理 概要》 譯解 (Ⅱ)_,니야-야(正理) 학파의 인식학·논리학 _안남밧따의 《論理 概要》 譯解 (Ⅱ)_ l,이지수(동국대학교)
ART002953616,1992,09,2,,철학,WONHYO'S TRANSFORMATION OF TOTAL INTERPENETRATION,WONHYO'S TRANSFORMATION OF TOTAL INTERPENETRATION,김상일(한신대학교)
ART002953675,1993,11,3,,철학,正理學派의 4가지 인식방법(pramāṇa) 一<正理経> Ⅰ.1. 수뜨라 1-8에 대한 Vātsyāyana<疏>의 譯註一,正理學派의 4가지 인식방법(pramāṇa) 一<正理経> Ⅰ.1. 수뜨라 1-8에 대한 Vātsyāyana<疏>의 譯註一,이지수(동국대학교)
ART002953678,1993,11,3,,철학,원시불교에서 非我의 의미,원시불교에서 非我의 의미 l,정승석(동국대학교)
ART002953691,1993,11,3,,철학,龍樹의 無記觀,龍樹의 無記觀 l,김성철(동국대학교)
ART002953705,1993,11,3,,철학,『顯揚聖教論』에 대한 再考察,『顯揚聖教論』에 대한 再考察 l,최종남(중앙승가대학교)
ART002953708,1993,11,3,,철학,[번역] 융의 심리학과 빠딴쟐리 요가에 있어서 신비주의,융의 심리학과 빠딴쟐리 요가에 있어서 신비주의 (Mysticism in the Psychology of Jung and the Yoga of Patanjali),이지수(동국대학교)
ART002953722,2002,08,1,12,철학,Ethical Foundations of an Urban Age -Śāntideva’s Argument for Altruism-,Ethical Foundations of an Urban Age -Śāntideva’s Argument for Altruism-,Mark Siderits(Illinois State Univ. U.S.A.)
ART002954518,2002,08,1,12,철학,梵我一如 思想 과 緣起說,On the Relations between the Idea of Brahma-ātma-aikya and Pratītyasamutpāda,이호근(강릉원주대학교)
ART002954550,2002,08,1,12,철학,초기 유식학파의 분별 개념,On The Concept of Vikalpa in Early Vijñānavādins,김성철(금강대학교)
ART002954620,2002,02,2,11,철학,빠딴잘리 『요-가·수-뜨라』 ‘三昧品'(Samādhi-pāda)의 思想 (2),On the Theory of Samādhi in the Patañjali’s Yoga-sūtra (2),이지수(동국대학교)
ART002954635,2002,02,2,11,철학,『金剛經』의 禪思想,The Seon Thought in the Vajra-cchedikā-prajñāpāramitāsūtra,이법산(동국대학교)
ART002954646,2002,02,2,11,철학,'존재하지 않음'의 유형과 적용,Types and uses of non-being,박인성(동국대학교)
ART002954670,2002,02,2,11,철학,자이나 철학에서의 業과 靈魂의 관계,The ralation of karma and jiva in Jaina philosophy,김미숙(위덕대학교 밀교문화연구원)
ART002954675,2002,02,2,11,철학,初期 佛教의 緣起說에 나타난 六處(saḷāyatana)의 役割,A role of sālāyatana in paṭiccasamuppāda of Early Buddhism,강신보(동국대학교)
ART002950984,2003,12,2,12,철학,正理學派의 인식방법론 (Ⅰ) _Keśavarniśra의 Tarka-bhāṣā ‘Pramāṇa’ 章의 譯解_,正理學派의 인식방법론 (Ⅰ) _Keśavarniśra의 Tarka-bhāṣā ‘Pramāṇa’ 章의 譯解_,이지수(동국대학교)
ART002950993,2003,12,2,12,철학,붓다고사(Buddhaghosa) 의 誌釋方法예 대란 硏究,A Study on the Exegetical Methodology of Buddhaghosa,백도수(능인대학원대학교)
ART002950996,2003,12,2,12,철학,테라바다(Theravāda)의 공간 개념과 열반,테라바다(Theravāda)의 공간 개념과 열반,황순일(동국대학교)
ART002950997,2002,08,1,12,철학,Ahiṃsā 精神의 史的 展開와 現代的 實踐方案,Historical Development of the Idea of Ahirnsa and Its Practical Method in the contemporary Society,김선근(동국대학교)
ART002950995,2003,12,2,12,철학,인식과 표현 _俱舍論의 서술방식에 관한 一考_,Cognition and Expression -A Study on the Way of Description in the Abhidharmakosabhasyam,강종원(동국대학교)
ART002951072,1994,11,4,,철학,쉬와디띠야(Śivāditya)의 7범주론(Saptapadārthī),쉬와디띠야(Śivāditya)의 7범주론(Saptapadārthī),이지수(동국대학교)
ART002951075,1994,11,4,,철학,인도의 祭祀觀 小考,인도의 祭祀觀 小考 i,김재천(대진대학교)
ART002951077,1994,11,4,,철학,욷달라까 아루니의 sat論에 대한 小考,욷달라까 아루니의 sat論에 대한 小考,이은덕
ART002951079,1994,11,4,,철학,第一義空經과 Vasubandhu(Ⅱ),第一義空經과 Vasubandhu(Ⅱ),서성원(동국대학교)
ART002951085,1995,01,5,,철학,淸辯思想의 再照明_論理學의 收容과 二諦說을 중심으로_,淸辯思想의 再照明_論理學의 收容과 二諦說을 중심으로_   l,이현옥(동국대학교)
ART002951088,1995,01,5,,철학,佛敎에 있어서 環境과 生命倫理,佛敎에 있어서 環境과 生命倫理 l,이법산(동국대학교)
ART002951089,1995,01,5,,철학,간디의 윤리학에 끼친 Rāmānuja의 Bhakti 사상의 영향,간디의 윤리학에 끼친 Rāmānuja의 Bhakti 사상의 영향,김선근(동국대학교)
ART002951090,1995,01,5,,철학,다르마와 베다에 대한 초기 미망사학파의 견해_샤바라 브하샤(Ⅰ.ⅰ.S.1-5)를 중심으로_,다르마와 베다에 대한 초기 미망사학파의 견해_샤바라 브하샤(Ⅰ.ⅰ.S.1-5)를 중심으로_,이지수(동국대학교)
ART002951093,1995,01,5,,철학,近代 日本 佛敎學의 功過,近代 日本 佛敎學의 功過 l,이태승(위덕대학교)
ART002951092,1995,01,5,,철학,Sarvasiddhāntasaṁgraha에 인용된 佛敎學派의 思想史的 考察,Sarvasiddhāntasaṁgraha에 인용된 佛敎學派의 思想史的 考察,임승택(경북대학교)
ART002951208,1996,12,6,,철학,Bhakti-yoga 패러다임으로 본 『法華經』의 觀音信仰 Bhagavad-Gītā 와 『 法華經』을 中心으로,Bhakti-yoga 패러다임으로 본 『法華經』의 觀音信仰 Bhagavad-Gītā 와 『 法華經』을 中心으로,김선근(동국대학교)
ART002951211,1996,12,6,,철학,인도철학에 있어서 착각의 문제_正理學派를 중심으로_,인도철학에 있어서 착각의 문제_正理學派를 중심으로_    l,이지수(동국대학교)
ART002951225,1996,12,6,,철학,密敎 陀羅尼의 機能에 대한 고찰_정통 인도종교의 만트라와 관련하여_,密敎 陀羅尼의 機能에 대한 고찰_정통 인도종교의 만트라와 관련하여_  l,김호성(동국대학교)
ART002951269,1996,12,6,,철학,Śaṅkara의 生解脫論,Śaṅkara의 生解脫論,심봉섭(성균관대학교 동양철학과)
ART002951275,1996,12,6,,철학,미맘사 학파의 제사관,미맘사 학파의 제사관 l,김재천(대진대학교)
ART002951291,1997,12,7,,철학,[논평] 베다의 제례는 제식만능주의인가_김재천과 김호성의 논문에 답하여_,[논평] 베다의 제례는 제식만능주의인가_김재천과 김호성의 논문에 답하여_ l,심재관(상지대학교)
ART002951313,1998,11,8,,철학,요가의 발전과 佛敎에의 受用,요가의 발전과 佛敎에의 受用 l,정태혁(동국대학교)
ART002951314,1998,11,8,,철학,部派佛敎에 있어서 존재문제 : 實有와 假有,部派佛敎에 있어서 존재문제 : 實有와 假有 l,서성원(동국대학교)
ART002951317,1998,11,8,,철학,빠딴잘리 『요가 수-뜨라』 ‘三昧品’(Samādhi-pāda)의 思想,빠딴잘리 『요가 수-뜨라』 ‘三昧品’(Samādhi-pāda)의 思想,이지수(동국대학교)
ART002951322,1998,11,8,,철학,샹까라의 ‘헛됨(mithyā)’과 불교의 刹那說(kṣaṇikavāda)_『브라흐마 수뜨라』샹까라 주석을 바탕으로_,샹까라의 ‘헛됨(mithyā)’과 불교의 刹那說(kṣaṇikavāda)_『브라흐마 수뜨라』샹까라 주석을 바탕으로_,이재숙(한국외국어대학교)
ART002951332,1999,12,9,,철학,『顯揚聖敎論』 品構造에 대해서,『顯揚聖敎論』 品構造에 대해서 l,최종남(중앙승가대학교)
ART002951333,1999,12,9,,철학,샹까라 철학의 māyā 개념 검토 ─Brahmasūtra-Śaṅkarabhāṣya를 중심으로─,샹까라 철학의 māyā 개념 검토─Brahmasūtra-Śaṅkarabhāṣya를 중심으로─,박영길(경북대학교)
ART002951334,1999,12,9,,철학,"[논평] 홍성기의 「분할과 조합, 龍樹의 緣起說과 분석철학」","[논평] 홍성기의 「분할과 조합, 龍樹의 緣起說과 분석철학」 l",김성철(동국대학교)
ART002951330,1999,12,9,,철학,『中論』에 대한 因明學的 註釋의 가능성 ─淸辨(Bhavaviveka)의 試圖와 月稱(Candrakīrti)의 批判─,『中論』에 대한 因明學的 註釋의 가능성 ─淸辨(Bhavaviveka)의 試圖와 月稱(Candrakīrti)의 批判─,김성철(동국대학교)
ART002951609,2000,12,10,,철학,상키야 철학에서 차별의 개념,상키야 철학에서 차별의 개념 l,정승석(동국대학교)
ART002951606,2000,12,10,,철학,Sambandhaparīkṣāvṛtti와 『中論』』,Sambandhaparīkṣāvṛtti와 『中論』,김성철(동국대학교)
ART002951612,2000,12,10,,철학,인도의 고전적 人間像과 근대적 재인식 - 근대 힌두교 개혁운동을 중심으로 -,인도의 고전적 人間像과 근대적 재인식 - 근대 힌두교 개혁운동을 중심으로 - l,이호근(강릉원주대학교)
ART002951615,2001,12,1,11,철학,요가 철학에서 잠재업과 훈습의 관계,요가 철학에서 잠재업과 훈습의 관계 l,정승석(동국대학교)
ART002951618,2001,12,1,11,철학,아드바이따 베단따 철학에 있어서 경험적 의식(saṁvṛti-caitanya)과 순수 의식(cit),아드바이따 베단따 철학에 있어서 경험적 의식(saṁvṛti-caitanya)과 순수 의식(cit),이은주(한국외대 인도어과)
ART002951620,2001,12,1,11,철학,梵語에서의 性(gender)에 관한 개념: Mahābhāṣya를 중심으로,梵語에서의 性(gender)에 관한 개념: Mahābhāṣya를 중심으로,엄혜용(동국대학교)
ART001424084,2010,02,28,,철학,根本說一切有部毘奈耶의 내러티브 고찰⑴_붓다가 말먹이용 보리를 먹은 사연을 중심으로,A Study on the Narrative of the Buddha's Eating of Horse Fodder Barley in the Mūlasarvāstivādin Vinaya ⑴,박청환(중앙승가대학교)
ART002021963,2015,08,44,,철학,인도 심리학의 삼질 성격이론,Triguṇa Theory of Personality in Indian Psychology,문진건(동국대학교)
ART002022096,2015,08,44,,철학,인도와 중국 불교 경론을 통해 본 ‘Buddha-vacana’ 개념의 의미 변천,The Transformation of the Meaning of the Word ‘Buddha-vacana’ in ​the ​Chinese Translat​ions of the Abhidharma Texts and Its Implication​s​,조은수(서울대학교)
ART002022132,2015,08,44,,철학,간화선과 심리치료 - 연구 현황을 중심으로 -,Ganhwaseon and Psychotherapy : Focusing on Current Research Trend,이필원(동국대학교)
ART002022165,2015,08,44,,철학,The Validity of Robinsonian Critiques on Nāgārjunian Logic - Centering on the Interpretation of Catuṣkoṭi -,The Validity of Robinsonian Critiques on Nāgārjunian Logic - Centering on the Interpretation of Catuṣkoṭi -,김태수(서울대학교)
ART002065637,2015,12,45,,철학,『니야야만자리』(Nyāyamañjarī)의 아트만 논증에서 열변용 이론에 대하여,A study on pākajotpattivāda in demonstrations of Ātman in Nyāyamañjarī,박문성(가톨릭대학교)
ART002065645,2015,12,45,,철학,説一切有部에 있어서 四善根 - 信과 斷善根과의 관계를 중심으로 -,The Four Kuśalamūlas in the Sarvāstivāda: A study on the relationship between śraddhā and kuśalamūlasamuccheda,김경희(오타니대학교)
ART002065649,2015,12,45,,철학,"기억(smṛti)과 지식의 2상성(二相性, dvirūpatā)",Recollection and the Two Forms(dvirūpatā) of Knowledge,박기열(한국불교연구원)
ART002065654,2015,12,45,,철학,유식불교의 심리치료적 특징 고찰 - 선행연구 분석과 연구방향 모색 -,Characteristics of Consciousness-only Buddhism from Perspective of Psychotherapy: Research Trends Analysis and Proposal,박재용(동국대학교)
ART002065665,2015,12,45,,철학,꿈꾸는 자와 요가 수행자 - 불교와 쉬바파의 관념론적 상관성,The Dreamer and the Yogin: On the relationship between Buddhist and Śaiva idealisms,정승석(동국대학교)
ART002376692,2018,08,53,,철학,나찌께따스 황금판자(sṛṅkā)의 메타포 분석 __『까따 우빠니샤드』에 나타난 죽음과 제식의 해석적 함의__,Metaphoric Analysis of the Naciketās’ sṛṅkā(golden disc): The Hermeneutic Implications of the Death and the Ritual in the KU,김진영(서강대학교 철학연구소)
ART002376715,2018,08,53,,철학,고전요가에서의 기억__Yogasūtrabhāṣya 1.11의 해석을 중심으로__,Memory in Classical Yoga: Focusing on Yogasūtrabhāṣya 1.11,강형철(동국대학교 인도철학불교학연구소)
ART002376716,2018,08,53,,철학,고대인도 슈라마니즘의 윤리 논쟁__불교 『우팔리경』(Upāli-sutta)을 중심으로__,An Ethical Debate of Śramanism in Ancient India: focus on Upāli-sutta,최지연(한국외국어대학교 인도연구소)
ART002376720,2018,08,53,,철학,바마하(Bhāmaha)의 ‘의미의 수사법’(arthālaṃkāra)에 대하여 (I)__『카비야알람카라』(Kāvyālaṃkāra) 제2장을 중심으로__,Bhāmaha’s Arthālaṃkāras (I): Especially in the 2nd Pariccheda of Kāvyālaṃkāra,류현정(가톨릭대학교)
ART002376726,2018,08,53,,철학,공과 나의 현전(現前)__『중론』과 『보살지』 「진실의품」의 공성 이해를 중심으로__,"Emptiness and My Present Existence: based on the Understanding of Emptiness of Madhyamaka-śāstra, Tattvārthapaṭala of the Bodhisattvabhūmi",윤종갑(동아대학교)
ART002341758,2018,04,52,,철학,식의 자기인식(Self-awareness)과 삼성설,Theory of the Self-Awareness of Consciousness and Three Characteristics in the Saṃdhinirmocanasūtra,안성두(서울대학교)
ART002341760,2018,04,52,,철학,니야야 학파의 인식수단과 인식결과에 대한 지넨드라붓디의 검증,Buddhist examination of Nyāya’s pramāṇa and phala in Pramāṇasamuccayaṭīkā 112.12-117.4,박기열(금강대학교 불교문화연구소)
ART002341764,2018,04,52,,철학,초기불교 공(空) 개념의 수행적 성격__빠알리 니까야를 중심으로__,Empty concept in Early Buddhism: Focusing on mental training,박재은(서울불교대학원대학교)
ART002421545,2018,12,54,,철학,고대 인도의 제식에서 아그니의 다양한 역할,On the Various Ritual Roles of Agni in Ancient India,박문성(가톨릭대학교)
ART002421562,2018,12,54,,철학,불교 딴뜨라 문헌이 전하는 샤이바(Śaiva) 의례의 도입과 해석,Adoption and Assimilation of Śaiva Rituals as Seen in Buddhist Tantric Texts,방정란(大正大学)
ART002421581,2018,12,54,,철학,"한국불교 의례의 인도적 연원의 의의_재(齋), 포살(布薩), Upavasatha_","The Indian Origion of Korean Buddhist Rituals: Ceremony, Upoṣadha, Upavasatha",성청환(동국대학교)
ART002421680,2018,12,54,,철학,라마 이야기 전통에서 뜨리자따의 변모 양상과 다르마,Literary Transformation of Rākṣasī Trijaṭā in Rāma-kathā Tradition and Dharma,이동원(한국외국어대학교)
ART002461265,2019,04,55,,철학,성스러움과 합리성의 교차점__수행 전통을 통해 본 인도 사유의 종교와 철학__,The Intersection between Sacredeness and Rationality: Religion and Philosophy of Indian based on Practical Tradition,성청환(동국대학교)
ART001476681,2010,08,29,,철학,범･장･돈황본 아미타경 대조 연구,"A Comparative Study of the Sanskrit, Tibetan and Dunhuang Versions of Sukhāvatī-Vyūha",최종남(중앙승가대학교)
ART001476684,2010,08,29,,철학,바가바드기따(Bhagavadgītā)의 보편성 : 까르마요가(karma-yoga)를 중심으로,The Universality of the Bhagavadgītā,이거룡(선문대학교)
ART001476686,2010,08,29,,철학,비베카난다의 붓다관에 대한 비평 : 遊行(sannyāsa)과 出家(pabbajjā)를 중심으로,Criticism on Vivekananda's view of Buddha Focused on Sannyāsa and Pabbajjā,김호성(동국대학교)
ART001476690,2010,08,29,,철학,龍樹 中論의 禪的 考察,A Study on the Seon Aspect of the Nāgārjuna's Madhyamaka Kārikā,이법산(동국대학교)
