author,artiId,pub_year,journal,categories,title,n_authors,authors,affil
김미숙_자이나,ART001172738,2006,인도철학,철학,자이나교의 상대주의적 관점론,1,김미숙,강릉대학교
김미숙_자이나,ART001369097,2009,보조사상,종교학,『불설장아함경』에 나오는 니건자(尼乾子)의 지칭(指稱) 분석,1,김미숙,동국대학교
김미숙_자이나,ART001476682,2010,인도철학,철학,동음이의 음역어의 난맥상 분석 : 가라를 중심으로,1,김미숙,동국대학교
김미숙_자이나,ART001618786,2011,인도철학,철학,금강저의 인도 신화적 기원과 상징적 원형,1,김미숙,동국대학교
김미숙_자이나,ART001726601,2012,인도철학,철학,우슈니샤의 번역 용례와 도상학적 상징 분석,1,김미숙,동국대학교
김미숙_자이나,ART001801205,2013,인도철학,철학,불교에 인식된 자이나교의 실체 분석__파에시 논쟁과 지바의 특성을 중심으로__,1,김미숙,동국대학교
김미숙_자이나,ART001830626,2013,인도철학,철학,불교 문헌에 나오는 음료용(飮料用) 장류(漿類) 음식 분석,1,김미숙,동국대학교
김미숙_자이나,ART001809192,2013,동아시아불교문화,지역불교및불교사연구,팔관회의 복원과 계승의 현대적 의의,1,김미숙,원광대학교
김미숙_자이나,ART001871676,2014,인도철학,철학,파야시 논쟁 문헌에 나오는 도박 비유를 중심으로 분석한 고대 인도의 놀이 문화,1,김미숙,동국대학교
김미숙_자이나,ART002181882,2016,남도문화연구,기타인문학,해남 대흥사 천불상 조성 설화의 현대적 재조명,1,김미숙,동국대학교
김미숙_자이나,ART002190119,2016,동아시아불교문화,지역불교및불교사연구,"동아시아 불교의 음식 특징 비교 - 한국ㆍ중국ㆍ일본, 3국을 중심으로 -",1,김미숙,동국대학교
김미숙_자이나,ART002285429,2017,철학∙사상∙문화,기타인문학,인도 종교의 음식 문화와 심신 수행의 기제 -자이나교의 단식(斷食) 수행 의례와 심신 정화-,1,김미숙,동국대학교
김미숙_자이나,ART002659176,2020,인문사회 21,기타사회과학,종교를 통한 평등권 계몽에 헌신한 암베드카르의 생애적 특성,1,김미숙,동국대학교
김미숙_자이나,ART002687569,2021,인문사회 21,기타사회과학,자이나교의 나체 고행법과 현대적 재조명,1,김미숙,동국대학교
김미숙_자이나,ART003015609,2023,인도연구,서남아시아,싯다르타 가우타마의 전정각(前正覺) 시기의 스승과 전승 지식,1,김미숙,위덕대학교 밀교문화연구원
김미숙_자이나,ART003172855,2023,불교학밀교학연구,불교학,인도 도상학에 기반한 시각 미술의 해석: 일명 〈슈라바스티 천불(千佛) 화현〉 부조를 중심으로,1,김미숙,위덕대학교 밀교문화연구원
김미숙_자이나,ART003164771,2024,인문과 예술,기타인문학,사위성 신변 서사와 망고 수변 모티프 분석,1,김미숙,위덕대학교 밀교문화연구원
김미숙_자이나,ART003208232,2025,동양문화연구,기타인문학,수자타의 우유죽 공양 서사 ― 가우타마 붓다의 전기를 중심으로 ―,1,김미숙,위덕대학교 밀교문화연구원
김미숙_자이나,ART003203000,2025,동아시아불교문화,지역불교및불교사연구,슈라바스티 신통 서사의 구조적 특징 - ｢이학각비경｣을 중심으로 -,2,김미숙;권기현,위덕대학교 밀교문화연구원
김선근,ART002953540,1989,인도철학,철학,간디의 宗敎觀 硏究,1,김선근,동국대학교
김선근,ART002951071,1994,인도철학,철학,간디의 形而上學에 끼친 Vedānta의 영향,1,김선근,동국대학교
김선근,ART002951089,1995,인도철학,철학,간디의 윤리학에 끼친 Rāmānuja의 Bhakti 사상의 영향,1,김선근,동국대학교
김선근,ART002951208,1996,인도철학,철학,Bhakti-yoga 패러다임으로 본 『法華經』의 觀音信仰 Bhagavad-Gītā 와 『 法華經』을 中心으로,1,김선근,동국대학교
김선근,ART002951282,1997,인도철학,철학,간디철학에 끼친 Bhagavadgītā의 영향,1,김선근,동국대학교
김선근,ART002951316,1998,인도철학,철학,Karma-yoga 패러다임으로 본 『華嚴經』의 普賢行願_「普賢行願品」과 Bhagavad-gītā를 중심으로_,1,김선근,동국대학교
김선근,ART002951323,1999,인도철학,철학,Jñāna-yoga 패러다임으로 본 『金剛經』의 阿耨多羅三藐三菩提(Anuttara-samyak-saṃbodhi)─Bhagavadgītā와 금강경을 중심으로─,1,김선근,동국대학교
김선근,ART002950997,2002,인도철학,철학,Ahiṃsā 精神의 史的 展開와 現代的 實踐方案,1,김선근,동국대학교
김선근,ART000939679,2004,인도철학,철학,Bhagavad-Giitaa에 나타난 'karma-yoga'에 대한 간디의 해석,1,김선근,동국대학교
김선근,ART000939934,2004,인도철학,철학,람 모한 로이의 종교사회개혁 사상,1,김선근,동국대학교
김선근,ART000996301,2005,인도철학,철학,금강경의 인식과 실천,1,김선근,동국대학교
김선근,ART001057623,2007,인도철학,철학,인도 독립운동의 길(Marga)로서의 Karma-yoga Bhagavadgītā를 중심으로,1,김선근,동국대학교
김선근,ART001054687,2007,한국불교학,종교학,우리는 왜 법화경을 사경(寫經)하여야 하는가?,1,김선근,동국대학교
김선근,ART001369973,2009,한국불교학,종교학,『법화경』에 나타난 空思想,1,김선근,동국대학교
김선근,ART001543818,2010,한국교수불자연합학회지,응용불교학,『금강경』의 현대적 재해석,1,김선근,동국대학교
김선근,ART001543808,2010,한국교수불자연합학회지,응용불교학,중기 우빠니샤드에 나타난 명상의 의미,1,김선근,동국대학교
김선근,ART001580052,2011,한국불교학,종교학,인도 고대종교의 회통으로서의 석가모니의 인식과 실천,1,김선근,동국대학교
김선근,ART001736994,2012,한국교수불자연합학회지,응용불교학,동산대종사의 한국불교사적 위상,1,김선근,동국대학교
김선근,ART001785202,2013,한국교수불자연합학회지,응용불교학,다문화사회에서의 불교수행법 회통으로서의 진푸티상사의 관상법,1,김선근,동국대학교
김선근,ART001817878,2013,한국불교학,종교학,‘108산사순례기도회’의 신행,1,김선근,동국대학교
김선근,ART002277615,2015,한국교수불자연합학회지,응용불교학,사회통합의 원리로서 진푸티상사의 오체투지관,1,김선근,동국대학교
김성철_유식,ART002954550,2002,인도철학,철학,초기 유식학파의 분별 개념,1,김성철,금강대학교
김성철_유식,ART000962962,2004,보조사상,종교학,유가행파의 수행에서 意言의 역할과 의의,1,김성철,동국대학교
김성철_유식,ART000961996,2004,보조사상,종교학,5유가지와 입무상방편상,1,김성철,동국대학교
김성철_유식,ART001405296,2009,불교학연구,불교학,유가행파 수행도에서 이타행의 문제,1,김성철,금강대학교
김성철_유식,ART001371005,2009,인도철학,철학,초기 유가행파의 ‘여래장(tathāgatagarbha)’ 개념 해석,1,김성철,금강대학교
김성철_유식,ART001473249,2010,불교학연구,불교학,알라야식의 기원에 관한 최근의 논의 ─람버트 슈미트하우젠과 하르트무트 뷔셔를 중심으로,1,김성철,금강대학교
김성철_유식,ART002906855,2010,불교와 사회(구 불교사상과 문화),기타불교학,부파불교의 지관수행법 -『구사론』의 입출식념을 중심으로-,1,김성철,금강대학교
김성철_유식,ART001580481,2011,인도철학,철학,유가행파의 ‘여래장’ 개념 해석 Ⅱ,1,김성철,금강대학교
김성철_유식,ART001583521,2011,불교연구,불교학,염처론의 두 양상 : 염처의 본질에 대한 남북전의 이해,1,김성철,금강대학교
김성철_유식,ART002030011,2011,불교학리뷰,불교학,종성의 본질에 대한 유가행파와여래장 사상의 해석-‘6처의 특별한 양태(sadāyatanaviśesa)’ 개념을 중심으로,1,김성철,금강대학교
김성철_유식,ART001686131,2012,보조사상,종교학,「보성론」에 나타난 종성의 성격,1,김성철,금강대학교
김성철_유식,ART001749077,2013,불교연구,불교학,종성무위론의 기원에 관한 한 고찰『보성론』과 『불성론』의 ‘gotra’의 번역 용례를 중심으로,1,김성철,금강대학교
김성철_유식,ART001764351,2013,인도철학,철학,여래장사상에서 자아와 무아,1,김성철,금강대학교
김성철_유식,ART001888337,2014,불교학연구,불교학,현륭의 유식사상,1,김성철,금강대학교
김성철_유식,ART001977079,2015,불교학연구,불교학,원효의 제7말나식관 - 원효 초기 저술에 나타난 제7말나식의 인식대상 논증을 중심으로,1,김성철,금강대학교
김성철_유식,ART002061272,2015,불교학리뷰,불교학,라싸 종교회의 : 서기 8세기 인도와 중국 불교도들의 돈(頓)/정적(靜寂)주의 논쟁(VI) [번역],4,폴 드미에빌;김성철;배재형;차상엽,금강대학교
김성철_유식,ART002030995,2015,불교학리뷰,불교학,라싸 종교회의 : 서기 8세기 인도와 중국불교도들의 돈頓/정적靜寂주의 논쟁(V),4,폴 드미에빌;김성철;배재형;차상엽,금강대학교
김성철_유식,ART002127356,2016,한국불교학,종교학,『십지경』 ‘삼계유심’구에 대한 유가행파와 중관학파의 해석,1,김성철,금강대학교
김성철_유식,ART002179297,2016,International Journal of Buddhist Thought and Culture,불교학,Wonhyo’s View of the Ālayavijñāna: Centered on His Understanding of the Three Subtle Marks of the Ālayavijñāna,1,김성철,금강대학교
김성철_유식,ART002298522,2017,한국불교학,종교학,『판비량론』신출 필사본의 해독과 유식비량 관련 단편의 내용 분석,1,김성철,동국대학교
김성철_유식,ART002308863,2017,2017년도 시리즈 연찬 학술대회_깨달음 논쟁 2,기타불교학,유가행파의 해탈적 인식,1,김성철,금강대학교
김성철_유식,ART002220280,2017,인도철학,철학,『유가사지론』 「성문지」의 ‘종성지’에 대해,1,김성철,금강대학교
김성철_유식,ART002360820,2018,불교학연구,불교학,유가행파의 해탈적 인식－『대승장엄경론』을 중심으로,1,김성철,금강대학교
김성철_유식,ART002461219,2019,인도철학,철학,정려의 구성요소를 둘러싼 여러 학파의 해석 (1)__행복의 실체 논쟁을 중심으로__,1,김성철,금강대학교
김성철_유식,ART002476353,2019,불교학연구,불교학,초기 유가행파 문헌에 인용된‘5지정 정형구’와 신념처,1,김성철,금강대학교
김성철_유식,ART002460884,2019,불교학리뷰,불교학,원효 『기신론』 주석서에 나타난 『능가경』 인용 양상,1,김성철,금강대학교
김성철_유식,ART002878750,2022,불교학연구,불교학,정려의 구성요소를 둘러싼 여러 학파의 해석 (2)－‘만족(prīti/pīti)’ 개념을 중심으로,1,김성철,금강대학교
김성철_유식,ART002943069,2023,불교학연구,불교학,초기경전에 나타난 선정과 반야의 대립과 화해,1,김성철,금강대학교
김성철_유식,ART002983208,2023,불교학보,기타불교학,원효의 ‘일심불성’론을 둘러싼 몇 가지 문제,1,김성철,금강대학교
김성철_유식,ART002936819,2023,불교연구,불교학,원효의 보살사상 - 열반의 연기(延期) 관념과 무주처열반론의 관계를 중심으로 -,1,김성철,금강대학교
김성철_유식,ART003154903,2024,인도철학,철학,"정려(靜慮/禪, jhāna) 개념의 변화와 그 함의 - ‘태움’에서 ‘사유’와 ‘삼매’까지 -",1,김성철,금강대학교 불교문화연구소
김성철_유식,ART003245825,2025,불교학연구,불교학,『능가경』은 여래장과 알라야식을 동일시했는가?,1,김성철,금강대학교
김성철_중관,ART002953691,1993,인도철학,철학,龍樹의 無記觀,1,김성철,동국대학교
김성철_중관,ART002951084,1995,인도철학,철학,中觀 論理의 起源에 대한 基礎的 硏究 - 方便心論의 ‘時同-相應’ 論法에 대한 검토-,1,김성철,동국대학교
김성철_중관,ART002951334,1999,인도철학,철학,"[논평] 홍성기의 「분할과 조합, 龍樹의 緣起說과 분석철학」",1,김성철,동국대학교
김성철_중관,ART002951330,1999,인도철학,철학,『中論』에 대한 因明學的 註釋의 가능성 ─淸辨(Bhavaviveka)의 試圖와 月稱(Candrakīrti)의 批判─,1,김성철,동국대학교
김성철_중관,ART002951606,2000,인도철학,철학,Sambandhaparīkṣāvṛtti와 『中論』』,1,김성철,동국대학교
김성철_중관,ART000996850,2002,불교학보,기타불교학,元曉 著 『判比量論』제 10절의 의미분석,1,김성철,동국대학교
김성철_중관,ART000858907,2002,보조사상,종교학,『中論』 주석가들의 연기관,1,김성철,동국대학교
김성철_중관,ART000962139,2005,보조사상,종교학,승랑의 생애에 대한 재검토 Ⅱ - 강남에서의 행적 및 주옹과의 관계 -,1,김성철,동국대학교
김성철_중관,ART000958042,2005,한국불교학,종교학,僧朗의 생애에 대한 재검토Ⅰ - 僧朗의 三論 학습과 止觀寺 체류 -,1,김성철,동국대학교
김성철_중관,ART000967048,2005,한국불교학,종교학,재가불자교육의 체계화를 위한 시론,1,김성철,동국대학교
김성철_중관,ART001019806,2006,보조사상,종교학,원효의 논리사상,1,김성철,동국대학교
김성철_중관,ART001172741,2006,인도철학,철학,"대승신화와 가상수행, 그리고 불교의 미래",1,김성철,동국대학교
김성철_중관,ART001063875,2007,한국사연구,역사학,≪大乘四論玄義記≫는 백제에서 찬술되었나? ―최연식 교수의 ‘백제 찬술설’에 대한 반론―,1,김성철,동국대학교
김성철_중관,ART001077977,2007,불교학연구,불교학,삼론가의 호칭과 승랑의 고유사상,1,김성철,동국대학교
김성철_중관,ART001244521,2008,한국불교학,종교학,승랑의 생애에 대한 재검토 Ⅲ,1,김성철,동국대학교 경주캠퍼스 불교학과 교수
김성철_중관,ART001304174,2008,불교학연구,불교학,신자유주의의 정체와 불교도의 역할,1,김성철,동국대학교
김성철_중관,ART001405356,2009,불교학연구,불교학,昭明太子의 二諦 해석과 그 淵源,1,김성철,동국대학교
김성철_중관,ART001369970,2009,한국불교학,종교학,開善寺 智藏과 三論學의 성립,1,김성철,동국대학교
김성철_중관,ART001318722,2009,한국불교학,종교학,양무제의 「주해대품서」에서 보이는 승랑(僧朗)의 영향,1,김성철,동국대학교
김성철_중관,ART001615926,2011,한국불교학,종교학,현대 한국 사회와 퇴옹성철의 위상과 역할,1,김성철,동국대학교
김성철_중관,ART001616808,2011,불교학연구,불교학,"三論學의 二諦說에 대한 재조명 ―理, 敎, 境, 智의 관계 및 於諦와 敎諦의 의미 분석",1,김성철,동국대학교
김성철_중관,ART001691984,2012,한국불교학,종교학,"탄허스님의 예지, 그 배경과 의의",1,김성철,동국대학교
김성철_중관,ART001653928,2012,불교학보,기타불교학,"승랑과 승조 - 생애와 사상, 영향과 극복에 대한 재조명 -",1,김성철,동국대학교
김성철_중관,ART001688352,2012,불교학연구,불교학,선(禪)과 반야중관의 관계,1,김성철,동국대학교
김성철_중관,ART001953718,2014,한국불교학,종교학,사띠(Sati) 수행력의 측정과 향상을 위한 기기와 방법,1,김성철,동국대학교
김성철_중관,ART002306400,2015,불교학연구,불교학,<觀音玄義>의 如來性惡說에 대한 비판적 검토,1,김성철,동국대학교
김성철_중관,ART002007935,2015,불교학연구,불교학,『觀音玄義』의 如來性惡說에 대한 비판적 검토,1,김성철,동국대학교
김성철_중관,ART002016913,2015,불교학보,기타불교학,불교와 뇌과학으로 조명한 자아와 무아,1,김성철,동국대학교(경주캠퍼스)
김성철_중관,ART002186381,2016,2016년도 추계 학술대회,불교학,"초기불교와 대승불교_단절인가, 계승인가?_",1,김성철,동국대학교
김성철_중관,ART002092798,2016,불교학보,기타불교학,오치아이 소장 『판비량론』 필사본의 교정과 분석,1,김성철,동국대학교
김성철_중관,ART002210374,2017,불교학연구,불교학,"초기불교와 대승불교 －단절인가, 계승인가?",1,김성철,동국대학교
김성철_중관,ART002264793,2017,불교학보,기타불교학,불교논리학의 흐름과 『판비량론』의 논쟁학,1,김성철,동국대학교
김성철_중관,ART002202147,2017,한국불교학,종교학,명상수련자의 촉각 주의력에 대한 실험적 연구,6,김성철;김진석;사공정규;안양규;강남옥;김지명,동국대학교
김성철_중관,ART002417007,2018,불교학보,기타불교학,원효의 『인명입정리론』 주석과 그 특징,1,김성철,동국대학교(경주캠퍼스)
김성철_중관,ART002590724,2020,한국불교학,종교학,탄허학으로 조명한 4·19혁명의 세계사적 의의,1,김성철,동국대학교
김성철_중관,ART002572076,2020,불교학보,기타불교학,원효의 『인명입정리론기』에 대한 일본 학승 젠주(善珠)의 평가,1,김성철,동국대학교
김수연,ART001411774,2009,열상고전연구,기타국문학,『오유란전』에 나타난 남성성장과 웃음의 의미,1,김수연,동국대학교
김수연,ART001830812,2013,열상고전연구,기타국문학,동물보은담에 나타난 인간과 동물의 화해 양상,1,김수연,동국대학교
김수연,ART002530135,2019,도교문화연구,종교학,19세기 후반 『과화존신』 언해의 표현 특성과 의미,1,김수연,이화여대
김수연,ART002901686,2022,도교문화연구,종교학,조선후기 소설에 나타난 ‘시문성선(詩文成仙)’의 일 양상-<김힐문전(金詰紋傳)>을 중심으로,1,김수연,서울여자대학교
김수연,ART003035096,2023,인도철학,철학,이일다(離一多) 논리를 통해 고찰한 쫑카빠의 중도관,1,김수연,
김수연,ART003022064,2023,도교문화연구,종교학,"조선 후기 동국신계(東國神界) 세계관의 문학적 구상과 서사적 변주 -<남궁선생전>, 『<동국명산동천주해기>』, <몽현제석>을 중심으로",1,김수연,서울여자대학교
김수연,ART003161641,2024,한국불교사연구,지역불교및불교사연구,지(止) 수행의 장애와 대치법 ― 원효의 『대승기신론소』와 쫑카빠의 『보리도차제광론』을 중심으로-,1,김수연,인강)(동국대학교
김수연,ART003293157,2025,인도철학,철학,‘단순 비인식(adarśanamātra)’ 이론에 대한 다르마끼르띠의 비판 - 걜찹제의 『양평석의 해탈의 길을 밝힘』의 6가지 분류를 중심으로 -,1,김수연,동국대학교
김수연,ART003274477,2025,도교문화연구,종교학,"한국 고전문학에 나타난 강필 화소의 수용 양상 -<구지가>, <해가>, <난랑비서>, <최고운전>, <몽현제석>을 중심으로",1,김수연,서울여자대학교
김영호,ART002711192,2021,인도철학,철학,율장에 언급된 실수마라(失守摩羅)의 연원과 변용,2,김영호;정승석,동국대학교 인도철학불교학연구소
김유미,ART001320777,2009,인도철학,철학,『석보상절』의 기원정사 인연담에 관한 고찰,1,김유미,동국대학교
김유미,ART001801189,2013,인도철학,철학,붓다 고행담의 전개양상과『석보상절』 고행담 고찰,1,김유미,동국대학교
김재권,ART001273058,2008,인도철학,철학,『중변분별론』에 있어서 삼성설의 구조적 특징,1,김재권,일본 龍谷大學 불교문화연구소
김재권,ART001371054,2009,인도철학,철학,초기 유가행파의 존재론의 형태와 그 의의 : 삼성과 이제의 관계를 중심으로,1,김재권,서울대학교
김재권,ART001529649,2011,철학연구,철학,‘3전법륜설’의 해석학적 지평으로 본 삼성설의 구조,1,김재권,금강대학교
김재권,ART001764350,2013,인도철학,철학,초기 유가행파의 <입무상방편상>의 구조와 그 사상적 의의,1,김재권,동국대학교
김재권,ART001987497,2015,인도철학,철학,유식학적 기반으로 본 명상심리의 기초적 연구 - 융의 분석심리학과 관련하여 -,1,김재권,능인불교대학원대학교
김재권,ART002186390,2016,2016년도 추계 학술대회,불교학,인도불교사상사에서 유식사상의연속성과 불연속성 _법과 법성의 관계를 중심으로_,1,김재권,능인대학원대학교
